59752	Gynaikothrips ficorum	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Thysanoptera	family	Phlaeothripidae	subfamily	Phlaeothripinae	genus	Gynaikothrips
1323539	Haploembia palaui	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Embioptera	family	Oligotomidae	genus	Haploembia
378494	Galloisiana yuasai	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Grylloblattodea	family	Grylloblattidae	genus	Galloisiana
1323545	Zorotypus caudelli	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Zoraptera	family	Zorotypidae	genus	Zorotypus
13068	Forficula auricularia	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Dermaptera	family	Forficulidae	genus	Forficula
407008	Frankliniella cephalica	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Thysanoptera	family	Thripidae	subfamily	Thripinae	genus	Frankliniella
126247	Epiophlebia superstes	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Odonata	family	Epiophlebiidae	genus	Epiophlebia
173635	Dyseriocrania subpurpurella	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Lepidoptera	family	Eriocraniidae	genus	Dyseriocrania
559164	Corydalus cornutus	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Megaloptera	family	Corydalidae	subfamily	Corydalinae	genus	Corydalus
1323559	Ceuthophilus sp. AD-2013	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Orthoptera	family	Rhaphidophoridae	subfamily	Ceuthophilinae	genus	Ceuthophilus
217689	Ceratophyllus gallinae	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Siphonaptera	family	Ceratophyllidae	genus	Ceratophyllus
1323535	Conwentzia psociformis	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Neuroptera	family	Coniopterygidae	subfamily	Coniopteryginae	genus	Conwentzia
459531	Atelura formicaria	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Zygentoma	family	Nicoletiidae	genus	Atelura
189979	Bibio marci	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Diptera	family	Bibionidae	subfamily	Bibioninae	genus	Bibio
240869	Bombylius major	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Diptera	family	Bombyliidae	subfamily	Bombyliinae	genus	Bombylius
64695	Anurida maritima	kingdom	Metazoa	phylum	Arthropoda	class	Collembola	order	Poduromorpha	family	Neanuridae	subfamily	Pseudachorutinae	genus	Anurida
135881	Aleochara curtula	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Coleoptera	family	Staphylinidae	subfamily	Aleocharinae	genus	Aleochara
1323547	Acanthocasuarina muellerianae	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Hemiptera	family	Triozidae	genus	Acanthocasuarina
57062	Hypothenemus hampei	kingdom	Metazoa	phylum	Arthropoda	class	Insecta	order	Coleoptera	family	Curculionidae	subfamily	Scolytinae	genus	Hypothenemus
310752	Balaenoptera acutorostrata scammoni	kingdom	Metazoa	phylum	Chordata	class	Mammalia	order	Cetacea	family	Balaenopteridae	genus	Balaenoptera
47654	Galega orientalis	kingdom	Viridiplantae	phylum	Streptophyta	order	Fabales	family	Fabaceae	subfamily	Papilionoideae	genus	Galega
74613	Glycyrrhiza uralensis	kingdom	Viridiplantae	phylum	Streptophyta	order	Fabales	family	Fabaceae	subfamily	Papilionoideae	genus	Glycyrrhiza
